DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"INSTR","FURGION1","Degrees Conferred Revised 2012_B_Destination Survey","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred Revised 2012","Date Driven","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred Revised 2012","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","FURGION1","Degrees Conferred Destination Survey TOS Format","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","FURGION1","Degrees Conferred Applied_TOS_Survey","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200980","Multiple  Apps","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200880","Missing ADM Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200880","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","DARC Grant Reports","Banner generated degree not completed",,"Untouched since 2013",,,"N",,"N"
"INSTR","COMP","DARC Grant Reports","Basic Profile",,"Untouched since 2013",,,"N",,"N"
"INSTR","COMP","DARC Grant Reports","Basic Profile w Address Information",,"Untouched since 2013",,,"N",,"N"
"INSTR","COMP","Course Outcome Assessment Reports","Graduated Students Q Courses","Student.Registration","Course Enrollment Status Analysis","CSV Report","IR - Q1, Q2 Graduates Report","N",,"N"
"INSTR","COMP","Course Outcome Assessment Reports","Q1, Q2, W2, W1 Outcome Assessment","Student.Registration","Course Enrollment Status Analysis","CSV Report","IR - Q1, Q2, W1, W2 Outcome Report","N",,"N"
"INSTR","COMP","Course Attributes by Term 2","Attributes by Subject and Course","Student.Courses","Course Catalog Analysis","CSV Report","Course Attributes by Subject/Course Report","N",,"N"
"INSTR","COMP","Collegiate Learning Assessment - for Jessica","CLA Data","Student.Registration","Course Enrollment Status Analysis","CSV Report","Collegiate Learning Assessment Report","N",,"N"
"INSTR","COMP","Collegiate Learning Assessment","CLA SAT Scores","Student.Registration","Course Enrollment Status Analysis","CSV Report","Collegiate Learning Assessment Report - SAT Data","N",,"N"
"INSTR","COMP","CHEM2140","ALL","Student.Registration","Course Enrollment Status Analysis","CSV Report","IR - Took CHEM2140 Report","N",,"N"
"INSTR","PMOSSA","Applied for Degree",,,"Still private in Discoverer",,"Please share with COMP account","N",,"N"
"PAYROLL","COMP","Budget - Employee List with Labor Distributions","Select by E-Class","Human Resources.Departmental HR Reports","Employee Primary Job Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N","CSV File of Employee Primary Job Labor Distributions","N"
"PAYROLL","COMP","Employee Job Labor Distributions","Job Labor Distribution Information","Human Resources.Departmental HR Reports","Employee Primary Job Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","FYTD Ded Detail","Payroll.Payroll/Finance Reconciliation","Current Fiscal YTD NHIDIST Deduction Summary by Acct","CSV Report","Current Fiscal YTD NHIDIST Deduction Summary by Acct Report","N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","FYTD Ded Summary","Payroll.Payroll/Finance Reconciliation","Current Fiscal YTD NHIDIST Deduction Summary by Acct","CSV Report","Current Fiscal YTD NHIDIST Deduction Summary by Acct Report","N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","FYTD LD Detail","Payroll.NHIDIST - Labor Distribution History Reports",,,,"N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","FYTD LD Summary","Payroll.NHIDIST - Labor Distribution History Reports",,,,"N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","FYTD LD Summary by BDCA","Payroll.NHIDIST - Labor Distribution History Reports",,,,"N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","FYTD LD Summary CrossTab","Payroll.NHIDIST - Labor Distribution History Reports",,,,"N",,"N"
"PAYROLL","COMP","Pay Recon - Fiscal Year-to-Date Deduction Reports","NHIDIST BDCA FYTD Detail","Payroll.NHIDIST - Labor Distribution History Reports",,,,"N",,"N"
"SATURN","COMP","By Major","GPA and Credits by Major with Addresses","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report - with Address","N",,"N"
"SATURN","COMP","CENSUS TEMPLATE 2010","MARLENA_CT_CRN_DETAIL","Student.Registration","Course Enrollment Status Analysis","CSV Report","Class List Report","N",,"N"
"SATURN","COMP","Class List Lookup","Class List Lookup","Student.Registration","Course Enrollment Status Analysis","CSV Report","Class List Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","By Faculty Member","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","By School","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Combined Non-Inst & Inst Summary","Faculty.Workload","Faculty Workload Analysis","Crosstab","Combined Workload Summary","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Combined Non-Inst & Inst with subtotals","Faculty.Workload","Faculty Workload Analysis","Crosstab","Combined Workload Summary - with Subtotals","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Courses with more than 1 Professor","Faculty.Workload","Faculty Workload Analysis","CSV Report","Combined Workload Report - Courses with More Than 1 Professor","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Non-Instructional Workload","Faculty.Workload","Faculty Workload Analysis","CSV Report","Non-Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Term Workload 80 w Independent Studies and Internships","Faculty.Workload","Faculty Workload Analysis","CSV Report","Workload Enrollment Detail Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","With Additional Data","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","All Schools by School","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","By Faculty Member","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Combined Non-Inst & Inst Summary","Faculty.Workload","Faculty Workload Analysis","Crosstab","Combined Workload Summary","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Courses with more than 1 Professor","Faculty.Workload","Faculty Workload Analysis","CSV Report","Combined Workload Report - Courses with More Than 1 Professor","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Summary of Days Teaching","Faculty.Workload","Faculty Workload Analysis","Extract Report","Days Teaching Summary Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Team Teaching Faculty For a Term","Faculty.Workload","Faculty Workload Analysis","CSV Report","Combined Workload Report - Courses with More Than 1 Professor","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Term Workload 80 w Independent Studies and Internships","Faculty.Workload","Faculty Workload Analysis","CSV Report","Workload Enrollment Detail Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Term Workload 80%","Faculty.Workload","Faculty Workload Analysis","CSV Report","Workload Enrollment Summary Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","With Additional Data","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","LOSASSOJ","Graduation - Lists to Stacey","Graphics List","Student.Graduation","Graduation Analysis","CSV Report","Graphics List Report","N",,"N"
"SATURN","COMP","Housing Reports","Student GPA by Class Level and Housing Indicator","Student.Housing","Banner Booking Analysis","CSV Report","GPA Info Report","N",,"N"
"SATURN","COMP","IDEA Data New","Course by Division","Student.IDEA/Course Evaluations","IDEA Survey Analysis","CSV Report","Course by Division Report","N",,"N"
"SATURN","COMP","IDEA Data New","No IDEA Entered","Student.IDEA/Course Evaluations","IDEA Survey Analysis","CSV Report","No IDEA Entered Report","N",,"N"
"SATURN","COMP","IDEA Data SCF","Effort Legend","Student.IDEA/Course Evaluations","IDEA Survey Analysis","CSV Report","IDEA Survey Responses Report","N",,"N"
"SATURN","COMP","Open Courses","Open Courses-Freshmen","Student.Courses","Course Catalog Analysis","CSV Report","Open Freshmen Courses Report","N",,"N"
"SATURN","COMP","Open Courses","Open Undergrad Courses for Print","Student.Courses","Course Catalog Analysis","CSV Report","Open Undergrad Courses Report - for Print","N",,"N"
"SATURN","COMP","Open Courses New","Seat Report for Faculty","Student.Courses","Course Catalog Analysis","CSV Report","Seat Report for Faculty","N",,"N"
"SATURN","COMP","PROBATION HOLDS","Level GPA < 2.0","Student.Advising","Advisee Analysis","Extract Report","Unplaced Probation Holds Report","N","Returns all registered students that have a level GPA less than 2.0 and have not yet received an Academic Probation Hold.","N"
"SATURN","COMP","SHS - Schedule Report","By Catalogue","Student.Courses","Course Catalog Analysis","CSV Report","Schedule Report - SHS","N",,"N"
"SATURN","COMP","SHS - Schedule Report","Off Campus","Student.Courses","Course Catalog Analysis","CSV Report","Schedule Report - SHS","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","All Sections PRV0001","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","By Course Division PRV0002","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","By Acronym PRV0003","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","Ind Studies PRV0005","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report - Independent Studies","N",,"N"
"SATURN","LOSASSOJ","Student Attribute Personal Information","Sheet 1","Student.Demographics","Student Attribute Analysis","CSV Report","Registered Student Attribute Report","N",,"N"
"SATURN","MEHTAC","StudentsEarnedCreditswithAddress","Sheet 1","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report - with Address","N",,"N"
"SATURN","MEHTAC","testtermcodegrad","Sheet 1","Student.Graduation","Graduation Analysis","CSV Report","Status Report","N",,"N"
"SATURN","HAGENP","Transfer Course Equivalency Data","ADU002","Student.Registration","Outside Transfer Course Analysis","CSV Report","Course Info Report","N",,"N"
"COMP","COMP","Veterans","All Enrolled for a Term","Student.Veterans","Veteran Analysis","CSV Report","Student Detail Report","N",,"N"
"COMP","COMP","Veterans","By Vet Type","Student.Veterans","Veteran Analysis","CSV Report","Address Report","N",,"N"
"COMP","COMP","Veterans Report","Veteran's Schedules By Term","Student.Veterans","Veteran Analysis","CSV Report","Course Info Report","N",,"N"
"FAISMGR","FREEMAND","Grant_in_aid Report for Admissions","Field 44 is null","Financial Aid","Financial Aid Analysis","CSV Report","Data Audit - SGIA Missing Field 44 Report","N",,"N"
"FAISMGR","FREEMAND","Grant_in_aid Report for Admissions","SAT >= 980-  OR ACT >= 20","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","SAT >= 980 or ACT >= 20 Report","N",,"N"
"FAISMGR","FREEMAND","Grant_in_aid Report for Admissions","SGIA awards - = NOT IE or CC","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","SGIA Awards Accepted Report","N",,"N"
"FAISMGR","FREEMAND","Grant_in_aid Report for Admissions","SGIA awards offered-includes cancelled students","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","SGIA Awards Report","N",,"N"
"FAISMGR","FREEMAND","Grant_in_aid Report for Admissions","SGIA transfer students","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","SGIA Transfers Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Non-Instructional Workload","Faculty.Workload","Faculty Workload Analysis","CSV Report","Non-Instructional Workload Report","N",,"N"
"SATURN","COMP","Non Instructional Workload","Teaching","Faculty.Workload","Faculty Workload Analysis","CSV Report","Non-Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","All Schools by School","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","By School","Faculty.Workload","Faculty Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Team Teaching Faculty For a Term","Faculty.Workload","Faculty Workload Analysis","CSV Report","Combined Workload Report - Courses with More Than 1 Professor","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Summary of Days Teaching","Faculty.Workload","Faculty Workload Analysis","Extract Report","Days Teaching Summary Report","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Pre Fall 2016 ","Combined Non-Inst & Inst with subtotals","Faculty.Workload","Faculty Workload Analysis","Crosstab","Combined Workload Summary - with Subtotals","N",,"N"
"SATURN","COMP","Faculty Workload and Enrollment Reports - Fall 2016 Forward","Term Workload 80%","Faculty.Workload","Faculty Workload Analysis","CSV Report","Workload Enrollment Summary Report","N",,"N"
"FAISMGR","FREEMAND","Grade Level","Grade Level","Financial Aid","Financial Aid Analysis","Crosstab Report","Grade Level Report","N",,"N"
"FAISMGR","FREEMAND","Grade Level","Grade Level by term","Financial Aid","Financial Aid Analysis","Crosstab Report","Grade Level Report","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Gift Donor Detail w Address","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Contact_Reports","Contact Report Statistics (Any Date)","Alumni","Contact Analysis","MultiColumn ListBox","Sort by Staff","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Gift Donor Detail no Address by Solc Code","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Gift Dnr Det w Addr & Gift Club","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Fiscal Year Gift Summary by Designation","Alumni","Designation Analysis","CSV Report","Designation Gifts Report","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Pledge Donor Detail Summary by Fund","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Detail Report","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Summary by Designation - does not work","Alumni","Designation Analysis","CSV Report","Designation Gifts Report - with Pledge Amounts","N",,"N"
"ALUMNI","JOHNS193","Fund_Reporting","All_Foundation_Fund_Report","Alumni.Finance","Foundation Fund Analysis","CSV Report","Fund Detail Report","N",,"N"
"ALUMNI","JOHNS193","Commitment_and_Cash_Report","Pledge_Commitments","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Detail Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Contact_Reports","Contact Reports Entered","Alumni","Contact Analysis","CSV Report","Contact Report","N",,"N"
"ALUMNI","JOHNS193","Constituent Email Report","Constituent Email no AMC, EMC","Alumni","Constituent Analysis","CSV Report","Email Addresses Report - Excluding AMC, EMC","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Alumni Event Attend","Alumni","Event Analysis","Crosstab","Event Attendance Summary","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Alumni Event Attend List","Alumni","Event Analysis","CSV Report","Lifetime Event Summary Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Events - (Unique)","Alumni","Event Analysis","MultiColumn ListBox","Sort by Events","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Events - (Unique) List","Alumni","Event Analysis","MultiColumn ListBox","Sort by Events","N",,"N"
"COMP","COMP","Care Reports","Academic Information Expanded","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Academic Information Report","N",,"N"
"SATURN","COMP","Course Cancellation Notice","Select CRN Number","Student.Registration","Course Enrollment Status Analysis - with Address Info","CSV Report","Addresses Report - with Course and Instructor Info","N",,"N"
"SATURN","LOSASSOJ","Courses Offered for a Term","Sheet 1","Student.Courses","Course Catalog Analysis","CSV Report","Courses Offered Report","N",,"N"
"SATURN","COMP","By Major","GPA and Credits by Major","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report","N",,"N"
"SATURN","COMP","By Major","GPA and Credits by Degree with Addresses","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report - with Address","N",,"N"
"SATURN","COMP","Open Courses New","Open Graduate Courses","Student.Courses","Course Catalog Analysis","CSV Report","Open Graduate Courses Report","N",,"N"
"SATURN","COMP","Open Courses","Open Graduate Courses for Print","Student.Courses","Course Catalog Analysis","CSV Report","Open Graduate Courses Report - for Print","N",,"N"
"SATURN","COMP","Open Courses New","Open Undergrad Courses","Student.Courses","Course Catalog Analysis","CSV Report","Open Undergrad Courses Report","N",,"N"
"SATURN","COMP","Open Courses","Open Undergrad Courses- ALL","Student.Courses","Course Catalog Analysis","CSV Report","Open Undergrad Courses Report","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","By Instructor PRV0004","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","Full Sections PRV0006","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report - Full/Overfilled Courses","N",,"N"
"SATURN","COMP","SIS 113 (Enrollment Seats)","1000-level Open Seats PRV0007","Student.Courses","Course Catalog Analysis","CSV Report","Active Course Report - 1000 Level with Open Seats","N",,"N"
"PAYROLL","COMP","Payroll - Web Time Entry Audit Reports","By Year and Pay No","Payroll.Web Time Entry","Web Time Entry Audit Reports","CSV Report","Web Time Entry Audit CSV File","N",,"N"
"PAYROLL","COMP","Payroll - Web Time Entry Audit Reports","By Date Range","Payroll.Web Time Entry","Web Time Entry Audit Reports","CSV Report","Web Time Entry Audit CSV File","N",,"N"
"PAYROLL","COMP","Payroll - Web Time Entry Audit Reports","By Year and Pay No and Earn Code","Payroll.Web Time Entry","Web Time Entry Audit Reports","CSV Report","Web Time Entry Audit CSV File","N",,"N"
"PAYROLL","COMP","Payroll - Web Time Entry Audit Reports","By Year and Pay No and Date Time Taken","Payroll.Web Time Entry","Web Time Entry Audit Reports","CSV Report","Web Time Entry Audit CSV File","N",,"N"
"PAYROLL","COMP","Payroll - Web Time Entry Audit Reports","Weekend Time","Payroll.Web Time Entry","Web Time Entry Audit Reports","CSV Report","Web Time Entry Weekend Time CSV File","N",,"N"
"SATURN","COMP","IDEA Data SCF","Small Class Form Response by School New","Student.IDEA/Course Evaluations","IDEA Survey Analysis","CSV Report","IDEA Survey Responses Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Improperly Registered Incoming Students - Test Score of 8","Student.FRST Program","FRST Program Analysis","CSV Report","Improperly Admitted Students - Test Score of 7 Report","N",,"N"
"COMP","COMP","Attrition 200780","Not Here 200820, Here 200880","Student.Attendance","Attrition Analysis","CSV Report","One Attrition Term - Course Info Report","N",,"N"
"COMP","COMP","Attrition 200780","Financial Aid Data","Student.Attendance","Attrition Analysis","CSV Report","Financial Aid Data Report","N",,"N"
"COMP","COMP","Attrition 200880","Basic Student and Admission Data","Student.Attendance","Attrition Analysis","CSV Report","Admission Data Report","N",,"N"
"COMP","COMP","Attrition 200780","Academic Data","Student.Attendance","Attrition Analysis","CSV Report","Course Info Report","N",,"N"
"COMP","COMP","Attrition 200880","All Data","Student.Attendance","Attrition Analysis","CSV Report","All Data Report","N",,"N"
"FINANCE","COMP","Fund Balances","Fund Bal YTD","Finance.Budget Reports","Budget Availability Analysis","MultiColumn ListBox","Results","N",,"N"
"FINANCE","COMP","Fund Balances","Fund Bal by Period","Finance.Budget Reports","Budget Availability Analysis","MultiColumn ListBox","Results","N",,"N"
"FINANCE","COMP","Fund Balances","Fund Bal by Period and Fund","Finance.Budget Reports","Budget Availability Analysis","MultiColumn ListBox","Results","N",,"N"
"FAISMGR","FREEMAND","FUND codes","Fund Codes-sort by fund type","Financial Aid","Financial Aid Analysis","MultiColumn ListBox","Sort by Fund","N",,"N"
"FAISMGR","FREEMAND","FUND codes","LOANS","Financial Aid","Financial Aid Analysis","MultiColumn ListBox","Sort by Fund","N",,"N"
"FAISMGR","FREEMAND","FUND codes","Fund Codes-sort by fund source","Financial Aid","Financial Aid Analysis","MultiColumn ListBox","Sort by Fund","N",,"N"
"FAISMGR","FREEMAND","FUND codes","Fund Codes","Financial Aid","Financial Aid Analysis","MultiColumn ListBox","Sort by Fund","N",,"N"
"ALUMNI","JOHNS193","Constituent_Search","Constituent_Search (People)","Alumni","Constituent Analysis","CSV Report","Contact Report - with External Rates","N",,"N"
"ALUMNI","JOHNS193","Constituent_Search","Constituent w employee","Alumni","Constituent Analysis","CSV Report","Job Info Report","N",,"N"
"COMP","COMP","EDUC Program Reports","TEDU Re-Write","Student.TEDU Program","TEDU & MAED Analysis","CSV Report","Student Detail Report - Teacher Education - Undergraduates","N",,"N"
"ALUMNI","JOHNS193","School-of-Eduaction-Report","School of Education Graduate Report","Alumni","Constituent Analysis","CSV Report","Degrees Report","N",,"N"
"ALUMNI","JOHNS193","Volunteer_Reporting","Alumni Volunteer - search by Event Fiscal Year","Alumni","Volunteer Analysis","CSV Report","Volunteer Detail Report","N",,"N"
"FAISMGR","FREEMAND","EOF-Housing","Sheet 1","Financial Aid","User Defined Fields Analysis","CSV Report","EOF Students Report - with Housing","N",,"N"
"COMP","COMP","Registration","Failed to Reregister for Fall","Student.Registration","Course Enrollment Status Analysis","CSV Report","Failed to Reregister for Fall Report","N",,"N"
"COMP","COMP","Registration","Failed to Register for  Fall by College","Student.Registration","Course Enrollment Status Analysis","CSV Report","Failed to Reregister for Fall Report","N",,"N"
"COMP","COMP","Online Enrollment Analysis for IR","Detail by INSM Code per Course","Student.Registration","Course Enrollment Status Analysis","CSV Report","Online Enrollment Report - with Course Info","N",,"N"
"COMP","COMP","Online Enrollment","By INSM Code - Not NJ","Student.Registration","Course Enrollment Status Analysis","CSV Report","Online Enrollment Report - Non-NJ Residents Only","N",,"N"
"COMP","COMP","Online Enrollment","By INSM Code - Not NJ and  PHTH6---","Student.Registration","Course Enrollment Status Analysis","CSV Report","Online Enrollment Report - Non-NJ Residents Only - PHTH 6***","N",,"N"
"COMP","COMP","Care Reports","Academic History","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Academic Information Report - Most Recent Term","N",,"N"
"COMP","COMP","Care Reports","Selected Term Class Detail","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Course Detail Report","N",,"N"
"COMP","COMP","Care Reports","Transfers GPA <= 2.5","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Eligible Transfers with GPA <= 2.5 Report","N",,"N"
"COMP","COMP","Care Reports","All CARE Participants with Schedules","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Course Detail Report","N",,"N"
"COMP","COMP","Care Reports","Transfers Enrolled by Term","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Eligible Transfers Report","N",,"N"
"COMP","COMP","Care Reports","General Academic Information","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Academic Information Report","N",,"N"
"COMP","COMP","Care Reports","Student Info with Attribute","Student.Demographics","Student Attribute Analysis","CSV Report","Email Addresses Report","N",,"N"
"COMP","COMP","Care Reports","All CARE Participants","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","General Information Report","N",,"N"
"COMP","COMP","Care Reports","Personal Information","Student.Student Success Services (3S)","Student Success Services Analysis","CSV Report","Contact Information Report","N",,"N"
"COMP","COMP","Graduation with CAPP","Graduation Fees","Student.Graduation","Graduation Fees Analysis","CSV Report","Graduation Fees Report","N",,"N"
"COMP","COMP","Graduation with CAPP","Current Status - With Comments(SGASTDN)","Student.Graduation","Graduation Analysis","CSV Report","Graduation - Comments Report","N",,"N"
"COMP","COMP","BSHS Report","BSHS Data","Student.Registration","Health Sciences Course Planning","CSV Report","BSHS Course Info Report","N",,"N"
"ALUMNI","JOHNS193","Sue_Fund_and_Gift_Report_by_Designation","Fund and Gift Donor Detail w Addr","Alumni","Designation Analysis","CSV Report","Designation Gifts Report - with Address","N",,"N"
"ALUMNI","JOHNS193","Community-Projects-Gift-Report","Community Gift Donor Detail w Addr","Alumni","Gift Analysis","CSV Report","Community Projects Gift Report","N",,"N"
"ALUMNI","JOHNS193","Womens_Leadership_Statistics_Report","Women_Leadership_Report","Alumni","Constituent Analysis","Crosstab","Women's Leadership Summary","N",,"N"
"FAISMGR","FREEMAND","Monthly Scholarship Reports","Stockton Award-and Books-Freshman","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","Monthly Scholarship Reports","Stockton Award-and Books Continuing","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Year","N",,"N"
"ADMISSIONS","COMP","Snapshot - Incoming Class","All","Admissions","Admitted Student Analysis","CSV Report","Incoming Class Report - Test Scores","N",,"N"
"ADMISSIONS","COMP","Paid Admits for Orientation","All","Admissions","Admitted Student Analysis","CSV Report","Incoming Class Report - Addresses","N",,"N"
"ALUMNI","COMP","Gifts with Funds","Gifts with funds by date range","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Funds Report - Individual Gifts","N",,"N"
"ALUMNI","COMP","Gifts with Funds","Gifts with funds by date range and dollar amt","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Funds Report - Individual Gifts","N",,"N"
"ALUMNI","COMP","Gifts with Funds","Gifts by date range and aggregate amount","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Summary Report","N",,"N"
"ADMISSIONS","ADMISSIONS","Report for GRE SAT Demo","Report for GRE SAT Demo","Admissions","Admitted Student Analysis","CSV Report","Test Scores Report - GRE","N",,"N"
"ADMISSIONS","ADMISSIONS","Report for GRE SAT Demo","UG Report for SATs","Admissions","Admitted Student Analysis","CSV Report","Test Scores Report - SAT/ACT","N",,"N"
